----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 183 grams iron, 64 milligrams silicon
Sector: #8 375 grams iron, 52 milligrams silicon
Sector: #8 133 grams iron, 18 milligrams silicon
Sector: #8 292 grams iron, 79 milligrams silicon
Sector: #8 34 grams iron, 42 milligrams silicon
Sector: #8 373 grams iron, 40 milligrams silicon
Sector: #8 295 grams iron, 31 milligrams silicon
Sector: #9 478 grams iron, 57 milligrams silicon
Sector: #9 290 grams iron, 61 milligrams silicon
Sector: #9 344 grams iron, 60 milligrams silicon
Sector: #9 459 grams iron, 15 milligrams silicon
Sector: #9 91 grams iron, 41 milligrams silicon
Sector: #9 276 grams iron, 64 milligrams silicon
Sector: #9 70 grams iron, 63 milligrams silicon
Sector: #9 463 grams iron, 35 milligrams silicon
Sector: #9 357 grams iron, 38 milligrams silicon
Sector: #9 222 grams iron, 49 milligrams silicon
Sector: #9 205 grams iron, 74 milligrams silicon
Sector: #9 19 grams iron, 41 milligrams silicon
Sector: #9 324 grams iron, 67 milligrams silicon
Sector: #11 331 grams iron, 65 milligrams silicon
Sector: #11 294 grams iron, 43 milligrams silicon
Sector: #11 85 grams iron, 88 milligrams silicon
Sector: #11 24 grams iron, 24 milligrams silicon
Sector: #11 492 grams iron, 54 milligrams silicon
Sector: #11 392 grams iron, 37 milligrams silicon
Sector: #11 421 grams iron, 60 milligrams silicon
Sector: #11 44 grams iron, 52 milligrams silicon
Sector: #11 70 grams iron, 18 milligrams silicon
Sector: #11 27 grams iron, 42 milligrams silicon
Sector: #11 257 grams iron, 43 milligrams silicon
Sector: #11 392 grams iron, 10 milligrams silicon
Sector: #11 264 grams iron, 8 milligrams silicon
Sector: #12 161 grams iron, 42 milligrams silicon
Sector: #12 57 grams iron, 25 milligrams silicon
Sector: #12 138 grams iron, 8 milligrams silicon
Sector: #12 287 grams iron, 50 milligrams silicon
Sector: #12 335 grams iron, 79 milligrams silicon
Sector: #12 119 grams iron, 76 milligrams silicon
Sector: #12 2 grams iron, 36 milligrams silicon
Sector: #12 7 grams iron, 46 milligrams silicon
Sector: #12 78 grams iron, 63 milligrams silicon
Sector: #12 436 grams iron, 102 milligrams silicon
Sector: #12 203 grams iron, 65 milligrams silicon
Sector: #12 68 grams iron, 35 milligrams silicon
Sector: #12 32 grams iron, 46 milligrams silicon
Sector: #12 88 grams iron, 45 milligrams silicon
Sector: #12 438 grams iron, 63 milligrams silicon
Sector: #12 499 grams iron, 19 milligrams silicon
Sector: #12 123 grams iron, 16 milligrams silicon
Sector: #12 14 grams iron, 23 milligrams silicon
Sector: #12 181 grams iron, 34 milligrams silicon
Sector: #12 193 grams iron, 24 milligrams silicon
Sector: #12 428 grams iron, 37 milligrams silicon
Sector: #12 199 grams iron, 43 milligrams silicon
Sector: #12 392 grams iron, 78 milligrams silicon
Sector: #12 250 grams iron, 47 milligrams silicon
Sector: #13 379 grams iron, 48 milligrams silicon
Sector: #13 287 grams iron, 69 milligrams silicon
Sector: #13 472 grams iron, 54 milligrams silicon
Sector: #13 200 grams iron, 72 milligrams silicon
Sector: #13 500 grams iron, 28 milligrams silicon
Sector: #13 22 grams iron, 52 milligrams silicon
Sector: #13 232 grams iron, 32 milligrams silicon
Sector: #13 88 grams iron, 4 milligrams silicon
Sector: #13 69 grams iron, 12 milligrams silicon
Sector: #13 410 grams iron, 32 milligrams silicon
Sector: #13 390 grams iron, 56 milligrams silicon
Sector: #13 255 grams iron, 61 milligrams silicon
Sector: #13 301 grams iron, 32 milligrams silicon
Sector: #13 274 grams iron, 88 milligrams silicon
Sector: #13 398 grams iron, 20 milligrams silicon
Sector: #13 156 grams iron, 64 milligrams silicon
Sector: #13 109 grams iron, 28 milligrams silicon
Sector: #13 469 grams iron, 88 milligrams silicon
Sector: #13 93 grams iron, 95 milligrams silicon
Sector: #13 119 grams iron, 56 milligrams silicon
Sector: #13 158 grams iron, 37 milligrams silicon
Sector: #13 305 grams iron, 67 milligrams silicon
Sector: #14 221 grams iron, 48 milligrams silicon
Sector: #14 387 grams iron, 52 milligrams silicon
Sector: #14 459 grams iron, 26 milligrams silicon
Sector: #14 119 grams iron, 95 milligrams silicon
Sector: #14 125 grams iron, 58 milligrams silicon
Sector: #14 411 grams iron, 61 milligrams silicon
Sector: #14 163 grams iron, 36 milligrams silicon
Sector: #14 180 grams iron, 66 milligrams silicon
Sector: #14 429 grams iron, 33 milligrams silicon
Sector: #14 2 grams iron, 44 milligrams silicon
Sector: #14 202 grams iron, 96 milligrams silicon
Sector: #14 265 grams iron, 64 milligrams silicon
Sector: #14 477 grams iron, 56 milligrams silicon
Sector: #14 172 grams iron, 58 milligrams silicon
Sector: #14 289 grams iron, 1 milligrams silicon
Sector: #14 280 grams iron, 59 milligrams silicon
Sector: #14 8 grams iron, 32 milligrams silicon
Sector: #14 362 grams iron, 57 milligrams silicon
Sector: #14 251 grams iron, 32 milligrams silicon
Sector: #14 407 grams iron, 39 milligrams silicon
Sector: #14 436 grams iron, 67 milligrams silicon
Sector: #14 29 grams iron, 107 milligrams silicon
Sector: #14 498 grams iron, 9 milligrams silicon
Sector: #14 446 grams iron, 47 milligrams silicon
Sector: #14 219 grams iron, 53 milligrams silicon
Sector: #14 90 grams iron, 26 milligrams silicon
Sector: #14 396 grams iron, 50 milligrams silicon
Sector: #14 45 grams iron, 72 milligrams silicon
Sector: #14 398 grams iron, 46 milligrams silicon
Sector: #15 25 grams iron, 44 milligrams silicon
Sector: #15 469 grams iron, 79 milligrams silicon
Sector: #15 487 grams iron, 45 milligrams silicon
Sector: #15 198 grams iron, 48 milligrams silicon
Sector: #15 322 grams iron, 91 milligrams silicon
Sector: #15 366 grams iron, 32 milligrams silicon
Sector: #15 371 grams iron, 27 milligrams silicon
Sector: #15 3 grams iron, 38 milligrams silicon
Sector: #15 276 grams iron, 41 milligrams silicon
Sector: #15 198 grams iron, 66 milligrams silicon
Sector: #15 408 grams iron, 66 milligrams silicon
Sector: #15 22 grams iron, 50 milligrams silicon
Sector: #15 82 grams iron, 19 milligrams silicon
Sector: #15 32 grams iron, 48 milligrams silicon
Sector: #15 333 grams iron, 54 milligrams silicon
Sector: #15 122 grams iron, 61 milligrams silicon
Sector: #15 452 grams iron, 3 milligrams silicon
Sector: #15 127 grams iron, 63 milligrams silicon
Sector: #15 345 grams iron, 41 milligrams silicon
Sector: #15 293 grams iron, 37 milligrams silicon
Sector: #15 250 grams iron, 30 milligrams silicon
Sector: #15 207 grams iron, 57 milligrams silicon
Sector: #15 400 grams iron, 59 milligrams silicon
Sector: #15 419 grams iron, 66 milligrams silicon
Sector: #16 497 grams iron, 87 milligrams silicon
Sector: #16 141 grams iron, 43 milligrams silicon
Sector: #16 408 grams iron, 74 milligrams silicon
Sector: #16 277 grams iron, 61 milligrams silicon
Sector: #16 31 grams iron, 62 milligrams silicon
Sector: #16 385 grams iron, 44 milligrams silicon
Sector: #16 139 grams iron, 70 milligrams silicon
Sector: #16 445 grams iron, 40 milligrams silicon
Sector: #16 2 grams iron, 52 milligrams silicon
Sector: #16 462 grams iron, 61 milligrams silicon
Sector: #16 112 grams iron, 60 milligrams silicon
Sector: #16 170 grams iron, 28 milligrams silicon
Sector: #16 207 grams iron, 26 milligrams silicon
Sector: #16 27 grams iron, 72 milligrams silicon
Sector: #16 478 grams iron, 60 milligrams silicon
Sector: #16 12 grams iron, 16 milligrams silicon
Sector: #16 100 grams iron, 26 milligrams silicon
Sector: #16 342 grams iron, 41 milligrams silicon
Sector: #16 322 grams iron, 52 milligrams silicon
Sector: #16 259 grams iron, 36 milligrams silicon
Sector: #16 190 grams iron, 8 milligrams silicon
Sector: #16 446 grams iron, 45 milligrams silicon
Sector: #16 480 grams iron, 60 milligrams silicon
Sector: #17 312 grams iron, 14 milligrams silicon
Sector: #17 188 grams iron, 49 milligrams silicon
Sector: #17 181 grams iron, 31 milligrams silicon
Sector: #17 195 grams iron, 31 milligrams silicon
Sector: #17 278 grams iron, 95 milligrams silicon
Sector: #17 311 grams iron, 38 milligrams silicon
Sector: #17 379 grams iron, 69 milligrams silicon
Sector: #17 169 grams iron, 23 milligrams silicon
Sector: #17 34 grams iron, 42 milligrams silicon
Sector: #17 487 grams iron, 22 milligrams silicon
Sector: #17 203 grams iron, 31 milligrams silicon
Sector: #17 278 grams iron, 63 milligrams silicon
Sector: #17 443 grams iron, 28 milligrams silicon
Sector: #17 324 grams iron, 57 milligrams silicon
Sector: #17 449 grams iron, 16 milligrams silicon
Sector: #17 91 grams iron, 63 milligrams silicon
Sector: #17 253 grams iron, 36 milligrams silicon
Sector: #17 60 grams iron, 27 milligrams silicon
Sector: #17 361 grams iron, 28 milligrams silicon
Sector: #17 323 grams iron, 35 milligrams silicon
Sector: #17 364 grams iron, 30 milligrams silicon
Sector: #17 415 grams iron, 66 milligrams silicon
Sector: #17 498 grams iron, 48 milligrams silicon
Sector: #17 213 grams iron, 94 milligrams silicon
Sector: #17 65 grams iron, 16 milligrams silicon
Sector: #17 192 grams iron, 46 milligrams silicon
Sector: #18 176 grams iron, 44 milligrams silicon
Sector: #18 39 grams iron, 20 milligrams silicon
Sector: #18 366 grams iron, 71 milligrams silicon
Sector: #18 23 grams iron, 23 milligrams silicon
Sector: #18 248 grams iron, 18 milligrams silicon
Sector: #18 458 grams iron, 62 milligrams silicon
Sector: #18 86 grams iron, 50 milligrams silicon
Sector: #18 100 grams iron, 65 milligrams silicon
Sector: #18 341 grams iron, 41 milligrams silicon
Sector: #18 386 grams iron, 55 milligrams silicon
Sector: #18 279 grams iron, 53 milligrams silicon
Sector: #18 224 grams iron, 74 milligrams silicon
Sector: #18 292 grams iron, 74 milligrams silicon
Sector: #18 372 grams iron, 29 milligrams silicon
Sector: #18 189 grams iron, 28 milligrams silicon
Sector: #18 210 grams iron, 46 milligrams silicon
Sector: #18 436 grams iron, 49 milligrams silicon
Sector: #19 435 grams iron, 91 milligrams silicon
Sector: #19 82 grams iron, 26 milligrams silicon
Sector: #19 267 grams iron, 46 milligrams silicon
Sector: #19 51 grams iron, 66 milligrams silicon
Sector: #19 188 grams iron, 20 milligrams silicon
Sector: #19 313 grams iron, 41 milligrams silicon
Sector: #19 384 grams iron, 18 milligrams silicon
Sector: #19 399 grams iron, 36 milligrams silicon
Sector: #19 166 grams iron, 35 milligrams silicon
Sector: #19 334 grams iron, 54 milligrams silicon
Sector: #19 396 grams iron, 54 milligrams silicon
Sector: #19 226 grams iron, 44 milligrams silicon
Sector: #19 1 grams iron, 72 milligrams silicon
Sector: #19 409 grams iron, 36 milligrams silicon
Sector: #21 255 grams iron, 61 milligrams silicon
Sector: #21 227 grams iron, 50 milligrams silicon
Sector: #21 347 grams iron, 60 milligrams silicon
Sector: #21 74 grams iron, 43 milligrams silicon
Sector: #21 85 grams iron, 24 milligrams silicon
Sector: #21 349 grams iron, 1 milligrams silicon
Sector: #21 244 grams iron, 57 milligrams silicon
Sector: #21 38 grams iron, 9 milligrams silicon
Sector: #21 431 grams iron, 57 milligrams silicon
Sector: #21 112 grams iron, 24 milligrams silicon
Sector: #21 205 grams iron, 62 milligrams silicon
Sector: #21 345 grams iron, 72 milligrams silicon
Sector: #21 375 grams iron, 78 milligrams silicon
Sector: #21 16 grams iron, 9 milligrams silicon
Sector: #21 451 grams iron, 62 milligrams silicon
Sector: #21 118 grams iron, 82 milligrams silicon
Sector: #21 282 grams iron, 43 milligrams silicon
Sector: #21 178 grams iron, 39 milligrams silicon
Sector: #21 333 grams iron, 42 milligrams silicon
Sector: #21 393 grams iron, 70 milligrams silicon
Sector: #21 1 grams iron, 35 milligrams silicon
Sector: #21 369 grams iron, 18 milligrams silicon
Sector: #21 274 grams iron, 56 milligrams silicon
Sector: #21 107 grams iron, 34 milligrams silicon
Sector: #21 76 grams iron, 43 milligrams silicon
Sector: #22 305 grams iron, 69 milligrams silicon
Sector: #22 392 grams iron, 34 milligrams silicon
Sector: #22 413 grams iron, 62 milligrams silicon
Sector: #22 227 grams iron, 20 milligrams silicon
Sector: #22 355 grams iron, 40 milligrams silicon
Sector: #22 2 grams iron, 56 milligrams silicon
Sector: #22 484 grams iron, 72 milligrams silicon
Sector: #22 266 grams iron, 63 milligrams silicon
Sector: #22 224 grams iron, 61 milligrams silicon
Sector: #22 278 grams iron, 31 milligrams silicon
Sector: #22 17 grams iron, 49 milligrams silicon
Sector: #22 377 grams iron, 32 milligrams silicon
Sector: #22 415 grams iron, 80 milligrams silicon
Sector: #22 128 grams iron, 54 milligrams silicon
Sector: #22 267 grams iron, 62 milligrams silicon
Sector: #22 488 grams iron, 63 milligrams silicon
Sector: #22 84 grams iron, 56 milligrams silicon
Sector: #22 300 grams iron, 103 milligrams silicon
Sector: #22 256 grams iron, 108 milligrams silicon
Sector: #22 286 grams iron, 65 milligrams silicon
Sector: #23 119 grams iron, 79 milligrams silicon
Sector: #23 118 grams iron, 64 milligrams silicon
Sector: #23 328 grams iron, 49 milligrams silicon
Sector: #23 392 grams iron, 22 milligrams silicon
Sector: #23 73 grams iron, 14 milligrams silicon
Sector: #23 336 grams iron, 11 milligrams silicon
Sector: #23 55 grams iron, 4 milligrams silicon
Sector: #23 288 grams iron, 48 milligrams silicon
Sector: #23 488 grams iron, 63 milligrams silicon
Sector: #23 412 grams iron, 48 milligrams silicon
Sector: #24 324 grams iron, 50 milligrams silicon
Sector: #24 251 grams iron, 51 milligrams silicon
Sector: #24 212 grams iron, 21 milligrams silicon
Sector: #24 39 grams iron, 52 milligrams silicon
Sector: #24 411 grams iron, 83 milligrams silicon
Sector: #24 107 grams iron, 72 milligrams silicon
Sector: #24 318 grams iron, 53 milligrams silicon
Sector: #24 80 grams iron, 81 milligrams silicon
Sector: #24 221 grams iron, 56 milligrams silicon
Sector: #24 480 grams iron, 44 milligrams silicon
Sector: #24 494 grams iron, 45 milligrams silicon
Sector: #24 124 grams iron, 96 milligrams silicon
Sector: #24 387 grams iron, 61 milligrams silicon
Sector: #24 30 grams iron, 52 milligrams silicon
Sector: #24 440 grams iron, 13 milligrams silicon
Sector: #24 365 grams iron, 66 milligrams silicon
Sector: #24 51 grams iron, 6 milligrams silicon
Sector: #24 381 grams iron, 65 milligrams silicon
Sector: #24 226 grams iron, 49 milligrams silicon
Sector: #24 156 grams iron, 78 milligrams silicon
Sector: #24 2 grams iron, 39 milligrams silicon
Sector: #24 397 grams iron, 64 milligrams silicon
Sector: #25 26 grams iron, 37 milligrams silicon
Sector: #25 132 grams iron, 74 milligrams silicon
Sector: #25 327 grams iron, 66 milligrams silicon
Sector: #25 434 grams iron, 27 milligrams silicon
Sector: #25 120 grams iron, 64 milligrams silicon
Sector: #25 258 grams iron, 64 milligrams silicon
Sector: #25 193 grams iron, 74 milligrams silicon
Sector: #25 307 grams iron, 63 milligrams silicon
Sector: #25 372 grams iron, 91 milligrams silicon
Sector: #25 172 grams iron, 70 milligrams silicon
Sector: #25 341 grams iron, 37 milligrams silicon
Sector: #25 422 grams iron, 51 milligrams silicon
Sector: #25 52 grams iron, 94 milligrams silicon
Sector: #25 253 grams iron, 34 milligrams silicon
Sector: #25 452 grams iron, 28 milligrams silicon
Sector: #25 16 grams iron, 67 milligrams silicon
Sector: #25 489 grams iron, 30 milligrams silicon
Sector: #25 64 grams iron, 106 milligrams silicon
Sector: #25 112 grams iron, 17 milligrams silicon
Sector: #25 84 grams iron, 61 milligrams silicon
Sector: #25 360 grams iron, 90 milligrams silicon
Sector: #25 340 grams iron, 65 milligrams silicon
Sector: #25 408 grams iron, 81 milligrams silicon
Sector: #25 45 grams iron, 76 milligrams silicon
Sector: #25 126 grams iron, 59 milligrams silicon
Sector: #25 73 grams iron, 79 milligrams silicon
Sector: #25 278 grams iron, 64 milligrams silicon
Sector: #25 269 grams iron, 70 milligrams silicon
Sector: #25 403 grams iron, 46 milligrams silicon
Sector: #25 352 grams iron, 15 milligrams silicon
Sector: #26 174 grams iron, 39 milligrams silicon
Sector: #26 416 grams iron, 53 milligrams silicon
Sector: #26 282 grams iron, 47 milligrams silicon
Sector: #26 229 grams iron, 78 milligrams silicon
Sector: #26 451 grams iron, 75 milligrams silicon
Sector: #26 264 grams iron, 58 milligrams silicon
Sector: #26 103 grams iron, 55 milligrams silicon
Sector: #26 153 grams iron, 6 milligrams silicon
Sector: #26 282 grams iron, 64 milligrams silicon
Sector: #26 294 grams iron, 6 milligrams silicon
Sector: #26 149 grams iron, 11 milligrams silicon
Sector: #26 328 grams iron, 67 milligrams silicon
Sector: #26 49 grams iron, 69 milligrams silicon
Sector: #26 81 grams iron, 76 milligrams silicon
Sector: #26 244 grams iron, 63 milligrams silicon
Sector: #27 130 grams iron, 38 milligrams silicon
Sector: #27 332 grams iron, 49 milligrams silicon
Sector: #27 408 grams iron, 46 milligrams silicon
Sector: #27 13 grams iron, 35 milligrams silicon
Sector: #27 344 grams iron, 38 milligrams silicon
Sector: #27 172 grams iron, 2 milligrams silicon
Sector: #27 148 grams iron, 47 milligrams silicon
Sector: #27 115 grams iron, 106 milligrams silicon
Sector: #27 324 grams iron, 26 milligrams silicon
Sector: #27 366 grams iron, 36 milligrams silicon
Sector: #27 319 grams iron, 79 milligrams silicon
Sector: #27 483 grams iron, 42 milligrams silicon
Sector: #27 10 grams iron, 41 milligrams silicon
Sector: #27 98 grams iron, 85 milligrams silicon
Sector: #27 345 grams iron, 10 milligrams silicon
Sector: #28 199 grams iron, 38 milligrams silicon
Sector: #28 7 grams iron, 99 milligrams silicon
Sector: #28 463 grams iron, 47 milligrams silicon
Sector: #28 51 grams iron, 40 milligrams silicon
Sector: #28 356 grams iron, 107 milligrams silicon
Sector: #28 160 grams iron, 27 milligrams silicon
Sector: #28 151 grams iron, 31 milligrams silicon
Sector: #28 451 grams iron, 66 milligrams silicon
Sector: #28 405 grams iron, 24 milligrams silicon
Sector: #28 93 grams iron, 90 milligrams silicon
Sector: #28 296 grams iron, 32 milligrams silicon
Sector: #28 164 grams iron, 69 milligrams silicon
Sector: #28 210 grams iron, 60 milligrams silicon
Sector: #28 382 grams iron, 39 milligrams silicon
Sector: #28 244 grams iron, 59 milligrams silicon
Sector: #28 203 grams iron, 58 milligrams silicon
Sector: #28 240 grams iron, 51 milligrams silicon
Sector: #28 275 grams iron, 47 milligrams silicon
Sector: #28 155 grams iron, 54 milligrams silicon
Sector: #28 83 grams iron, 27 milligrams silicon
Sector: #28 391 grams iron, 48 milligrams silicon
Sector: #29 189 grams iron, 58 milligrams silicon
Sector: #29 404 grams iron, 64 milligrams silicon
Sector: #29 30 grams iron, 67 milligrams silicon
Sector: #29 262 grams iron, 41 milligrams silicon
Sector: #29 6 grams iron, 76 milligrams silicon
Sector: #29 413 grams iron, 95 milligrams silicon
Sector: #29 258 grams iron, 38 milligrams silicon
Sector: #29 228 grams iron, 77 milligrams silicon
Sector: #29 50 grams iron, 44 milligrams silicon
Sector: #29 160 grams iron, 75 milligrams silicon
Sector: #29 118 grams iron, 30 milligrams silicon
Sector: #29 137 grams iron, 60 milligrams silicon
Sector: #29 41 grams iron, 25 milligrams silicon
Sector: #29 43 grams iron, 53 milligrams silicon
Sector: #29 493 grams iron, 64 milligrams silicon
Sector: #29 192 grams iron, 41 milligrams silicon
Sector: #29 267 grams iron, 20 milligrams silicon
Sector: #29 484 grams iron, 35 milligrams silicon
Sector: #29 49 grams iron, 37 milligrams silicon
Sector: #29 115 grams iron, 6 milligrams silicon
Sector: #31 280 grams iron, 45 milligrams silicon
Sector: #31 194 grams iron, 40 milligrams silicon
Sector: #31 382 grams iron, 80 milligrams silicon
Sector: #31 367 grams iron, 60 milligrams silicon
Sector: #31 204 grams iron, 50 milligrams silicon
Sector: #31 204 grams iron, 33 milligrams silicon
Sector: #31 458 grams iron, 55 milligrams silicon
