----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 499 grams iron, 28 milligrams silicon
Sector: #5 263 grams iron, 24 milligrams silicon
Sector: #5 402 grams iron, 53 milligrams silicon
Sector: #5 489 grams iron, 65 milligrams silicon
Sector: #5 480 grams iron, 65 milligrams silicon
Sector: #5 305 grams iron, 57 milligrams silicon
Sector: #5 164 grams iron, 40 milligrams silicon
Sector: #5 323 grams iron, 57 milligrams silicon
Sector: #5 66 grams iron, 23 milligrams silicon
Sector: #5 397 grams iron, 54 milligrams silicon
Sector: #5 59 grams iron, 64 milligrams silicon
Sector: #5 183 grams iron, 66 milligrams silicon
Sector: #5 340 grams iron, 24 milligrams silicon
Sector: #5 4 grams iron, 53 milligrams silicon
Sector: #5 140 grams iron, 43 milligrams silicon
Sector: #5 25 grams iron, 50 milligrams silicon
Sector: #5 154 grams iron, 54 milligrams silicon
Sector: #5 378 grams iron, 54 milligrams silicon
Sector: #6 392 grams iron, 46 milligrams silicon
Sector: #6 61 grams iron, 61 milligrams silicon
Sector: #6 333 grams iron, 2 milligrams silicon
Sector: #6 138 grams iron, 83 milligrams silicon
Sector: #6 165 grams iron, 8 milligrams silicon
Sector: #6 139 grams iron, 70 milligrams silicon
Sector: #6 328 grams iron, 17 milligrams silicon
Sector: #6 366 grams iron, 65 milligrams silicon
Sector: #6 283 grams iron, 53 milligrams silicon
Sector: #6 240 grams iron, 77 milligrams silicon
Sector: #6 279 grams iron, 13 milligrams silicon
Sector: #6 199 grams iron, 15 milligrams silicon
Sector: #6 171 grams iron, 51 milligrams silicon
Sector: #6 83 grams iron, 37 milligrams silicon
Sector: #6 8 grams iron, 31 milligrams silicon
Sector: #6 84 grams iron, 69 milligrams silicon
Sector: #6 469 grams iron, 47 milligrams silicon
Sector: #6 347 grams iron, 83 milligrams silicon
Sector: #6 277 grams iron, 28 milligrams silicon
Sector: #6 226 grams iron, 43 milligrams silicon
Sector: #6 405 grams iron, 63 milligrams silicon
Sector: #6 333 grams iron, 19 milligrams silicon
Sector: #6 281 grams iron, 23 milligrams silicon
Sector: #6 5 grams iron, 85 milligrams silicon
Sector: #6 297 grams iron, 66 milligrams silicon
Sector: #6 474 grams iron, 34 milligrams silicon
Sector: #6 317 grams iron, 62 milligrams silicon
Sector: #6 337 grams iron, 23 milligrams silicon
Sector: #6 324 grams iron, 38 milligrams silicon
Sector: #6 486 grams iron, 16 milligrams silicon
Sector: #6 250 grams iron, 51 milligrams silicon
Sector: #6 154 grams iron, 49 milligrams silicon
Sector: #6 70 grams iron, 18 milligrams silicon
Sector: #6 456 grams iron, 70 milligrams silicon
Sector: #6 306 grams iron, 36 milligrams silicon
Sector: #6 230 grams iron, 64 milligrams silicon
Sector: #6 487 grams iron, 61 milligrams silicon
Sector: #6 224 grams iron, 49 milligrams silicon
Sector: #6 405 grams iron, 26 milligrams silicon
Sector: #6 366 grams iron, 69 milligrams silicon
Sector: #6 22 grams iron, 38 milligrams silicon
Sector: #6 359 grams iron, 41 milligrams silicon
Sector: #6 420 grams iron, 85 milligrams silicon
Sector: #7 296 grams iron, 28 milligrams silicon
Sector: #7 109 grams iron, 89 milligrams silicon
Sector: #7 143 grams iron, 77 milligrams silicon
Sector: #7 496 grams iron, 73 milligrams silicon
Sector: #7 444 grams iron, 27 milligrams silicon
Sector: #7 310 grams iron, 30 milligrams silicon
Sector: #7 431 grams iron, 50 milligrams silicon
Sector: #7 382 grams iron, 93 milligrams silicon
Sector: #7 438 grams iron, 15 milligrams silicon
Sector: #7 142 grams iron, 20 milligrams silicon
Sector: #7 292 grams iron, 31 milligrams silicon
Sector: #7 218 grams iron, 62 milligrams silicon
Sector: #7 107 grams iron, 75 milligrams silicon
Sector: #7 173 grams iron, 80 milligrams silicon
Sector: #7 309 grams iron, 31 milligrams silicon
Sector: #7 37 grams iron, 57 milligrams silicon
Sector: #7 10 grams iron, 36 milligrams silicon
Sector: #7 302 grams iron, 57 milligrams silicon
Sector: #7 257 grams iron, 83 milligrams silicon
Sector: #7 416 grams iron, 66 milligrams silicon
Sector: #7 143 grams iron, 73 milligrams silicon
Sector: #7 189 grams iron, 56 milligrams silicon
Sector: #7 26 grams iron, 50 milligrams silicon
Sector: #7 141 grams iron, 55 milligrams silicon
Sector: #7 28 grams iron, 76 milligrams silicon
Sector: #7 88 grams iron, 44 milligrams silicon
Sector: #7 323 grams iron, 69 milligrams silicon
Sector: #7 30 grams iron, 72 milligrams silicon
Sector: #7 152 grams iron, 44 milligrams silicon
Sector: #7 238 grams iron, 24 milligrams silicon
Sector: #7 134 grams iron, 34 milligrams silicon
Sector: #7 345 grams iron, 41 milligrams silicon
Sector: #7 101 grams iron, 7 milligrams silicon
Sector: #7 398 grams iron, 40 milligrams silicon
Sector: #7 401 grams iron, 66 milligrams silicon
Sector: #7 289 grams iron, 28 milligrams silicon
Sector: #7 114 grams iron, 33 milligrams silicon
Sector: #7 372 grams iron, 81 milligrams silicon
Sector: #7 253 grams iron, 56 milligrams silicon
Sector: #7 332 grams iron, 22 milligrams silicon
Sector: #7 377 grams iron, 63 milligrams silicon
Sector: #7 415 grams iron, 64 milligrams silicon
Sector: #7 473 grams iron, 106 milligrams silicon
Sector: #7 400 grams iron, 48 milligrams silicon
Sector: #7 282 grams iron, 54 milligrams silicon
Sector: #7 331 grams iron, 1 milligrams silicon
Sector: #7 333 grams iron, 70 milligrams silicon
Sector: #8 425 grams iron, 25 milligrams silicon
Sector: #8 226 grams iron, 23 milligrams silicon
Sector: #8 388 grams iron, 39 milligrams silicon
Sector: #8 66 grams iron, 74 milligrams silicon
Sector: #8 263 grams iron, 34 milligrams silicon
Sector: #8 84 grams iron, 27 milligrams silicon
Sector: #8 434 grams iron, 20 milligrams silicon
Sector: #8 424 grams iron, 45 milligrams silicon
Sector: #8 345 grams iron, 71 milligrams silicon
Sector: #8 440 grams iron, 57 milligrams silicon
Sector: #8 289 grams iron, 43 milligrams silicon
Sector: #8 233 grams iron, 42 milligrams silicon
Sector: #8 256 grams iron, 47 milligrams silicon
Sector: #8 440 grams iron, 84 milligrams silicon
Sector: #8 428 grams iron, 54 milligrams silicon
Sector: #8 486 grams iron, 75 milligrams silicon
Sector: #8 142 grams iron, 38 milligrams silicon
Sector: #8 12 grams iron, 63 milligrams silicon
Sector: #8 115 grams iron, 30 milligrams silicon
Sector: #8 227 grams iron, 69 milligrams silicon
Sector: #8 282 grams iron, 35 milligrams silicon
Sector: #8 192 grams iron, 22 milligrams silicon
Sector: #8 36 grams iron, 73 milligrams silicon
Sector: #8 493 grams iron, 70 milligrams silicon
Sector: #8 286 grams iron, 93 milligrams silicon
Sector: #8 149 grams iron, 36 milligrams silicon
Sector: #8 164 grams iron, 66 milligrams silicon
Sector: #8 54 grams iron, 95 milligrams silicon
Sector: #8 108 grams iron, 52 milligrams silicon
Sector: #8 376 grams iron, 33 milligrams silicon
Sector: #8 46 grams iron, 35 milligrams silicon
Sector: #8 54 grams iron, 33 milligrams silicon
Sector: #8 427 grams iron, 89 milligrams silicon
Sector: #8 233 grams iron, 34 milligrams silicon
Sector: #8 204 grams iron, 35 milligrams silicon
Sector: #8 239 grams iron, 67 milligrams silicon
Sector: #8 375 grams iron, 52 milligrams silicon
Sector: #8 133 grams iron, 18 milligrams silicon
Sector: #8 271 grams iron, 20 milligrams silicon
Sector: #8 250 grams iron, 88 milligrams silicon
Sector: #9 153 grams iron, 69 milligrams silicon
Sector: #9 65 grams iron, 28 milligrams silicon
Sector: #9 499 grams iron, 95 milligrams silicon
Sector: #9 110 grams iron, 60 milligrams silicon
Sector: #9 432 grams iron, 64 milligrams silicon
Sector: #9 139 grams iron, 4 milligrams silicon
Sector: #9 359 grams iron, 59 milligrams silicon
Sector: #9 118 grams iron, 47 milligrams silicon
Sector: #9 464 grams iron, 71 milligrams silicon
Sector: #9 76 grams iron, 37 milligrams silicon
Sector: #9 8 grams iron, 52 milligrams silicon
Sector: #9 195 grams iron, 97 milligrams silicon
Sector: #9 89 grams iron, 90 milligrams silicon
Sector: #9 158 grams iron, 53 milligrams silicon
Sector: #9 497 grams iron, 39 milligrams silicon
Sector: #9 233 grams iron, 39 milligrams silicon
Sector: #9 67 grams iron, 63 milligrams silicon
Sector: #9 299 grams iron, 23 milligrams silicon
Sector: #9 155 grams iron, 20 milligrams silicon
Sector: #9 211 grams iron, 62 milligrams silicon
Sector: #9 409 grams iron, 27 milligrams silicon
Sector: #9 357 grams iron, 38 milligrams silicon
Sector: #9 222 grams iron, 49 milligrams silicon
Sector: #9 331 grams iron, 30 milligrams silicon
Sector: #9 399 grams iron, 64 milligrams silicon
Sector: #9 205 grams iron, 74 milligrams silicon
Sector: #9 230 grams iron, 43 milligrams silicon
Sector: #9 258 grams iron, 48 milligrams silicon
Sector: #9 324 grams iron, 67 milligrams silicon
Sector: #9 450 grams iron, 51 milligrams silicon
Sector: #10 28 grams iron, 38 milligrams silicon
Sector: #10 218 grams iron, 34 milligrams silicon
Sector: #10 437 grams iron, 23 milligrams silicon
Sector: #10 400 grams iron, 40 milligrams silicon
Sector: #10 110 grams iron, 17 milligrams silicon
Sector: #10 365 grams iron, 49 milligrams silicon
Sector: #10 283 grams iron, 22 milligrams silicon
Sector: #10 41 grams iron, 75 milligrams silicon
Sector: #10 488 grams iron, 35 milligrams silicon
Sector: #10 106 grams iron, 50 milligrams silicon
Sector: #10 258 grams iron, 43 milligrams silicon
Sector: #10 446 grams iron, 93 milligrams silicon
Sector: #10 99 grams iron, 54 milligrams silicon
Sector: #10 297 grams iron, 73 milligrams silicon
Sector: #10 442 grams iron, 67 milligrams silicon
Sector: #10 179 grams iron, 46 milligrams silicon
Sector: #10 114 grams iron, 28 milligrams silicon
Sector: #10 98 grams iron, 39 milligrams silicon
Sector: #10 167 grams iron, 40 milligrams silicon
Sector: #10 300 grams iron, 56 milligrams silicon
Sector: #10 244 grams iron, 69 milligrams silicon
Sector: #10 147 grams iron, 7 milligrams silicon
Sector: #10 146 grams iron, 76 milligrams silicon
Sector: #10 267 grams iron, 51 milligrams silicon
Sector: #10 384 grams iron, 31 milligrams silicon
Sector: #10 424 grams iron, 86 milligrams silicon
Sector: #10 110 grams iron, 51 milligrams silicon
Sector: #10 369 grams iron, 58 milligrams silicon
Sector: #10 497 grams iron, 45 milligrams silicon
Sector: #10 319 grams iron, 34 milligrams silicon
Sector: #10 233 grams iron, 31 milligrams silicon
Sector: #10 230 grams iron, 44 milligrams silicon
Sector: #10 351 grams iron, 56 milligrams silicon
Sector: #10 442 grams iron, 17 milligrams silicon
Sector: #10 380 grams iron, 103 milligrams silicon
Sector: #10 268 grams iron, 77 milligrams silicon
Sector: #10 97 grams iron, 52 milligrams silicon
Sector: #11 295 grams iron, 11 milligrams silicon
Sector: #11 274 grams iron, 60 milligrams silicon
Sector: #11 400 grams iron, 51 milligrams silicon
Sector: #11 396 grams iron, 32 milligrams silicon
Sector: #11 52 grams iron, 25 milligrams silicon
Sector: #11 85 grams iron, 90 milligrams silicon
Sector: #11 331 grams iron, 35 milligrams silicon
Sector: #11 189 grams iron, 31 milligrams silicon
Sector: #11 28 grams iron, 44 milligrams silicon
Sector: #11 487 grams iron, 30 milligrams silicon
Sector: #11 452 grams iron, 43 milligrams silicon
Sector: #11 287 grams iron, 67 milligrams silicon
Sector: #11 119 grams iron, 51 milligrams silicon
Sector: #11 261 grams iron, 26 milligrams silicon
Sector: #11 128 grams iron, 98 milligrams silicon
Sector: #11 60 grams iron, 20 milligrams silicon
Sector: #11 294 grams iron, 43 milligrams silicon
Sector: #11 159 grams iron, 28 milligrams silicon
Sector: #11 155 grams iron, 78 milligrams silicon
Sector: #11 233 grams iron, 52 milligrams silicon
Sector: #11 202 grams iron, 62 milligrams silicon
Sector: #11 277 grams iron, 38 milligrams silicon
Sector: #11 129 grams iron, 83 milligrams silicon
Sector: #11 344 grams iron, 56 milligrams silicon
Sector: #11 268 grams iron, 30 milligrams silicon
Sector: #11 311 grams iron, 30 milligrams silicon
Sector: #11 155 grams iron, 1 milligrams silicon
Sector: #11 434 grams iron, 15 milligrams silicon
Sector: #11 383 grams iron, 29 milligrams silicon
Sector: #11 44 grams iron, 52 milligrams silicon
Sector: #11 377 grams iron, 34 milligrams silicon
Sector: #11 65 grams iron, 81 milligrams silicon
Sector: #11 246 grams iron, 45 milligrams silicon
Sector: #11 10 grams iron, 41 milligrams silicon
Sector: #11 476 grams iron, 19 milligrams silicon
Sector: #11 257 grams iron, 43 milligrams silicon
Sector: #11 475 grams iron, 54 milligrams silicon
Sector: #11 488 grams iron, 34 milligrams silicon
Sector: #11 137 grams iron, 92 milligrams silicon
Sector: #12 40 grams iron, 36 milligrams silicon
Sector: #12 386 grams iron, 46 milligrams silicon
Sector: #12 298 grams iron, 16 milligrams silicon
Sector: #12 91 grams iron, 61 milligrams silicon
Sector: #12 73 grams iron, 72 milligrams silicon
Sector: #12 408 grams iron, 53 milligrams silicon
Sector: #12 374 grams iron, 55 milligrams silicon
Sector: #12 256 grams iron, 26 milligrams silicon
Sector: #12 157 grams iron, 60 milligrams silicon
Sector: #12 12 grams iron, 2 milligrams silicon
Sector: #12 491 grams iron, 29 milligrams silicon
Sector: #12 254 grams iron, 69 milligrams silicon
Sector: #12 52 grams iron, 40 milligrams silicon
Sector: #12 267 grams iron, 37 milligrams silicon
Sector: #12 8 grams iron, 45 milligrams silicon
Sector: #12 445 grams iron, 67 milligrams silicon
Sector: #12 135 grams iron, 33 milligrams silicon
Sector: #12 423 grams iron, 48 milligrams silicon
Sector: #12 270 grams iron, 88 milligrams silicon
Sector: #12 22 grams iron, 53 milligrams silicon
Sector: #12 313 grams iron, 42 milligrams silicon
Sector: #12 138 grams iron, 8 milligrams silicon
Sector: #12 225 grams iron, 48 milligrams silicon
Sector: #12 287 grams iron, 50 milligrams silicon
Sector: #12 37 grams iron, 104 milligrams silicon
Sector: #12 494 grams iron, 83 milligrams silicon
Sector: #12 335 grams iron, 79 milligrams silicon
Sector: #12 101 grams iron, 41 milligrams silicon
Sector: #12 162 grams iron, 30 milligrams silicon
Sector: #12 436 grams iron, 102 milligrams silicon
Sector: #12 184 grams iron, 81 milligrams silicon
Sector: #12 211 grams iron, 76 milligrams silicon
Sector: #12 436 grams iron, 76 milligrams silicon
Sector: #12 438 grams iron, 63 milligrams silicon
Sector: #12 101 grams iron, 8 milligrams silicon
Sector: #12 45 grams iron, 51 milligrams silicon
Sector: #12 399 grams iron, 40 milligrams silicon
Sector: #12 457 grams iron, 46 milligrams silicon
Sector: #12 46 grams iron, 22 milligrams silicon
Sector: #13 109 grams iron, 88 milligrams silicon
Sector: #13 152 grams iron, 39 milligrams silicon
Sector: #13 190 grams iron, 68 milligrams silicon
Sector: #13 157 grams iron, 33 milligrams silicon
Sector: #13 312 grams iron, 105 milligrams silicon
Sector: #13 362 grams iron, 49 milligrams silicon
Sector: #13 39 grams iron, 66 milligrams silicon
Sector: #13 272 grams iron, 59 milligrams silicon
Sector: #13 33 grams iron, 52 milligrams silicon
Sector: #13 422 grams iron, 21 milligrams silicon
Sector: #13 120 grams iron, 88 milligrams silicon
Sector: #13 32 grams iron, 83 milligrams silicon
Sector: #13 7 grams iron, 71 milligrams silicon
Sector: #13 292 grams iron, 60 milligrams silicon
Sector: #13 382 grams iron, 18 milligrams silicon
Sector: #13 386 grams iron, 44 milligrams silicon
Sector: #13 129 grams iron, 57 milligrams silicon
Sector: #13 186 grams iron, 60 milligrams silicon
Sector: #13 295 grams iron, 53 milligrams silicon
Sector: #13 285 grams iron, 39 milligrams silicon
Sector: #13 466 grams iron, 91 milligrams silicon
Sector: #13 225 grams iron, 61 milligrams silicon
Sector: #13 379 grams iron, 48 milligrams silicon
Sector: #13 340 grams iron, 40 milligrams silicon
Sector: #13 3 grams iron, 51 milligrams silicon
Sector: #13 180 grams iron, 31 milligrams silicon
Sector: #13 43 grams iron, 50 milligrams silicon
Sector: #13 56 grams iron, 15 milligrams silicon
Sector: #13 39 grams iron, 76 milligrams silicon
Sector: #13 61 grams iron, 63 milligrams silicon
Sector: #13 141 grams iron, 39 milligrams silicon
Sector: #13 213 grams iron, 95 milligrams silicon
Sector: #13 399 grams iron, 41 milligrams silicon
Sector: #13 344 grams iron, 42 milligrams silicon
Sector: #13 340 grams iron, 50 milligrams silicon
Sector: #13 300 grams iron, 26 milligrams silicon
Sector: #13 461 grams iron, 42 milligrams silicon
Sector: #13 434 grams iron, 33 milligrams silicon
Sector: #13 158 grams iron, 37 milligrams silicon
Sector: #13 398 grams iron, 27 milligrams silicon
Sector: #13 487 grams iron, 20 milligrams silicon
Sector: #14 426 grams iron, 43 milligrams silicon
Sector: #14 294 grams iron, 14 milligrams silicon
Sector: #14 438 grams iron, 78 milligrams silicon
Sector: #14 257 grams iron, 85 milligrams silicon
Sector: #14 434 grams iron, 3 milligrams silicon
Sector: #14 28 grams iron, 30 milligrams silicon
Sector: #14 34 grams iron, 28 milligrams silicon
Sector: #14 455 grams iron, 95 milligrams silicon
Sector: #14 266 grams iron, 78 milligrams silicon
Sector: #14 48 grams iron, 76 milligrams silicon
Sector: #14 441 grams iron, 42 milligrams silicon
Sector: #14 79 grams iron, 35 milligrams silicon
Sector: #14 278 grams iron, 58 milligrams silicon
Sector: #14 56 grams iron, 51 milligrams silicon
Sector: #14 499 grams iron, 92 milligrams silicon
Sector: #14 421 grams iron, 65 milligrams silicon
Sector: #14 196 grams iron, 8 milligrams silicon
Sector: #14 312 grams iron, 71 milligrams silicon
Sector: #14 23 grams iron, 52 milligrams silicon
Sector: #14 403 grams iron, 29 milligrams silicon
Sector: #14 365 grams iron, 29 milligrams silicon
Sector: #14 453 grams iron, 8 milligrams silicon
Sector: #14 111 grams iron, 51 milligrams silicon
Sector: #14 411 grams iron, 61 milligrams silicon
Sector: #14 34 grams iron, 63 milligrams silicon
Sector: #14 376 grams iron, 75 milligrams silicon
Sector: #14 489 grams iron, 43 milligrams silicon
Sector: #14 259 grams iron, 26 milligrams silicon
Sector: #14 66 grams iron, 76 milligrams silicon
Sector: #14 20 grams iron, 15 milligrams silicon
Sector: #14 245 grams iron, 19 milligrams silicon
Sector: #14 362 grams iron, 57 milligrams silicon
Sector: #14 251 grams iron, 32 milligrams silicon
Sector: #14 407 grams iron, 39 milligrams silicon
Sector: #14 453 grams iron, 23 milligrams silicon
Sector: #14 29 grams iron, 107 milligrams silicon
Sector: #14 90 grams iron, 26 milligrams silicon
Sector: #14 396 grams iron, 50 milligrams silicon
Sector: #15 280 grams iron, 16 milligrams silicon
Sector: #15 125 grams iron, 91 milligrams silicon
Sector: #15 21 grams iron, 83 milligrams silicon
Sector: #15 194 grams iron, 29 milligrams silicon
Sector: #15 406 grams iron, 70 milligrams silicon
Sector: #15 488 grams iron, 73 milligrams silicon
Sector: #15 349 grams iron, 23 milligrams silicon
Sector: #15 135 grams iron, 57 milligrams silicon
